,municipio,codigo,uf,ano,semestre,taxa_matriculas_100k
10229,PALMACIA,2310100.0,CE,2018,,20152.31
10230,PALMACIA,2310100.0,CE,2019,,13454.4
10231,PALMACIA,2310100.0,CE,2020,,13835.19
10232,PALMACIA,2310100.0,CE,2021,,16051.55
10233,PALMACIA,2310100.0,CE,2022,,14850.62
10234,PALMACIA,2310100.0,CE,2023,,12058.19
10235,PALMACIA,2310100.0,CE,2024,,10105.45
10236,PARACURU,2310209.0,CE,2013,,21180.09
10237,PARACURU,2310209.0,CE,2014,,17937.4
10238,PARACURU,2310209.0,CE,2015,,19463.83
10239,PARACURU,2310209.0,CE,2016,,21056.95
10240,PARACURU,2310209.0,CE,2017,,14566.44
10241,PARACURU,2310209.0,CE,2018,,15002.57
10242,PARACURU,2310209.0,CE,2019,,16126.22
10243,PARACURU,2310209.0,CE,2020,,15951.77
10244,PARACURU,2310209.0,CE,2021,,12911.75
10245,PARACURU,2310209.0,CE,2022,,13193.95
10246,PARACURU,2310209.0,CE,2023,,13424.83
10247,PARACURU,2310209.0,CE,2024,,15274.5
10248,PARAIPABA,2310258.0,CE,2013,,23289.67
10249,PARAIPABA,2310258.0,CE,2014,,19955.92
10250,PARAIPABA,2310258.0,CE,2015,,15514.03
10251,PARAIPABA,2310258.0,CE,2016,,22159.8
10252,PARAIPABA,2310258.0,CE,2017,,18497.02
10253,PARAIPABA,2310258.0,CE,2018,,20443.26
10254,PARAIPABA,2310258.0,CE,2019,,16678.05
10255,PARAIPABA,2310258.0,CE,2020,,18481.5
10256,PARAIPABA,2310258.0,CE,2021,,20781.6
10257,PARAIPABA,2310258.0,CE,2022,,20027.32
10258,PARAIPABA,2310258.0,CE,2023,,15929.97
10259,PARAIPABA,2310258.0,CE,2024,,13459.15
10260,PARAMBU,2310308.0,CE,2013,,14250.28
10261,PARAMBU,2310308.0,CE,2014,,12733.34
10262,PARAMBU,2310308.0,CE,2015,,18902.85
10263,PARAMBU,2310308.0,CE,2016,,17882.02
10264,PARAMBU,2310308.0,CE,2017,,20521.55
10265,PARAMBU,2310308.0,CE,2018,,15213.87
10266,PARAMBU,2310308.0,CE,2019,,13165.85
10267,PARAMBU,2310308.0,CE,2020,,13782.8
10268,PARAMBU,2310308.0,CE,2021,,14081.73
10269,PARAMBU,2310308.0,CE,2022,,12043.25
10270,PARAMBU,2310308.0,CE,2023,,11012.88
10271,PARAMBU,2310308.0,CE,2024,,10958.82
10272,PARAMOTI,2310407.0,CE,2013,,33407.16
10273,PARAMOTI,2310407.0,CE,2014,,30768.49
10274,PARAMOTI,2310407.0,CE,2015,,22679.12
10275,PARAMOTI,2310407.0,CE,2016,,27349.77
10276,PARAMOTI,2310407.0,CE,2017,,25770.42
10277,PARAMOTI,2310407.0,CE,2018,,24508.86
10278,PARAMOTI,2310407.0,CE,2019,,22736.9
10279,PARAMOTI,2310407.0,CE,2020,,20955.32
10280,PARAMOTI,2310407.0,CE,2021,,18056.63
10281,PARAMOTI,2310407.0,CE,2022,,14050.46
10282,PARAMOTI,2310407.0,CE,2023,,8802.0
10283,PARAMOTI,2310407.0,CE,2024,,8445.69
10284,PEDRA BRANCA,2310506.0,CE,2013,,17040.34
10285,PEDRA BRANCA,2511004.0,CE,2013,,183150.58
10286,PEDRA BRANCA,2310506.0,CE,2014,,17015.45
10287,PEDRA BRANCA,2511004.0,CE,2014,,182883.12
10288,PEDRA BRANCA,2310506.0,CE,2015,,22129.05
10289,PEDRA BRANCA,2511004.0,CE,2015,,237844.34
10290,PEDRA BRANCA,2310506.0,CE,2016,,12815.09
10291,PEDRA BRANCA,2511004.0,CE,2016,,137737.36
10292,PEDRA BRANCA,2310506.0,CE,2017,,9587.68
10293,PEDRA BRANCA,2511004.0,CE,2017,,103048.94
10294,PEDRA BRANCA,2310506.0,CE,2018,,10749.74
10295,PEDRA BRANCA,2511004.0,CE,2018,,115538.91
10296,PEDRA BRANCA,2310506.0,CE,2019,,9970.89
10297,PEDRA BRANCA,2511004.0,CE,2019,,107167.69
10298,PEDRA BRANCA,2310506.0,CE,2020,,14803.29
10299,PEDRA BRANCA,2511004.0,CE,2020,,159106.71
10300,PEDRA BRANCA,2310506.0,CE,2021,,14718.69
10301,PEDRA BRANCA,2511004.0,CE,2021,,158197.38
10302,PEDRA BRANCA,2310506.0,CE,2022,,6270.68
10303,PEDRA BRANCA,2511004.0,CE,2022,,67397.7
10304,PEDRA BRANCA,2310506.0,CE,2023,,4297.41
10305,PEDRA BRANCA,2511004.0,CE,2023,,46188.82
10306,PEDRA BRANCA,2310506.0,CE,2024,,3386.67
10307,PEDRA BRANCA,2511004.0,CE,2024,,36400.11
10308,PENAFORTE,2310605.0,CE,2013,,27273.74
10309,PENAFORTE,2310605.0,CE,2014,,26593.85
10310,PENAFORTE,2310605.0,CE,2015,,28065.09
10311,PENAFORTE,2310605.0,CE,2016,,31230.49
10312,PENAFORTE,2310605.0,CE,2017,,25512.71
10313,PENAFORTE,2310605.0,CE,2018,,28655.82
10314,PENAFORTE,2310605.0,CE,2019,,25813.64
10315,PENAFORTE,2310605.0,CE,2020,,23194.38
10316,PENAFORTE,2310605.0,CE,2021,,18936.69
10317,PENAFORTE,2310605.0,CE,2022,,16562.64
10318,PENAFORTE,2310605.0,CE,2023,,14935.35
10319,PENAFORTE,2310605.0,CE,2024,,14188.59
10320,PENTECOSTE,2310704.0,CE,2013,,22960.36
10321,PENTECOSTE,2310704.0,CE,2014,,21772.94
10322,PENTECOSTE,2310704.0,CE,2015,,17173.99
10323,PENTECOSTE,2310704.0,CE,2016,,20786.5
10324,PENTECOSTE,2310704.0,CE,2017,,13775.69
10325,PENTECOSTE,2310704.0,CE,2018,,18017.61
10326,PENTECOSTE,2310704.0,CE,2019,,11014.73
10327,PENTECOSTE,2310704.0,CE,2020,,12873.88
10328,PENTECOSTE,2310704.0,CE,2021,,9978.05
10329,PENTECOSTE,2310704.0,CE,2022,,12130.75
10330,PENTECOSTE,2310704.0,CE,2023,,9351.28
10331,PENTECOSTE,2310704.0,CE,2024,,8814.43
10332,PEREIRO,2310803.0,CE,2013,,22011.26
10333,PEREIRO,2310803.0,CE,2014,,20616.73
10334,PEREIRO,2310803.0,CE,2015,,20708.39
10335,PEREIRO,2310803.0,CE,2016,,24125.97
10336,PEREIRO,2310803.0,CE,2017,,22076.73
10337,PEREIRO,2310803.0,CE,2018,,18888.31
10338,PEREIRO,2310803.0,CE,2019,,17690.19
10339,PEREIRO,2310803.0,CE,2020,,23680.76
10340,PEREIRO,2310803.0,CE,2021,,21552.97
10341,PEREIRO,2310803.0,CE,2022,,22181.48
10342,PEREIRO,2310803.0,CE,2023,,21913.05
10343,PEREIRO,2310803.0,CE,2024,,20007.86
10344,PINDORETAMA,2310852.0,CE,2013,,9755.89
10345,PINDORETAMA,2310852.0,CE,2014,,9426.7
10346,PINDORETAMA,2310852.0,CE,2015,,8221.11
10347,PINDORETAMA,2310852.0,CE,2016,,12543.29
10348,PINDORETAMA,2310852.0,CE,2017,,8298.06
10349,PINDORETAMA,2310852.0,CE,2018,,8563.12
10350,PINDORETAMA,2310852.0,CE,2019,,8268.14
10351,PINDORETAMA,2310852.0,CE,2020,,8447.69
10352,PINDORETAMA,2310852.0,CE,2021,,7558.46
10353,PINDORETAMA,2310852.0,CE,2022,,8037.28
10354,PINDORETAMA,2310852.0,CE,2023,,8319.44
10355,PINDORETAMA,2310852.0,CE,2024,,8563.12
10356,PIQUET CARNEIRO,2310902.0,CE,2013,,16123.01
10357,PIQUET CARNEIRO,2310902.0,CE,2014,,15430.91
10358,PIQUET CARNEIRO,2310902.0,CE,2015,,15424.89
10359,PIQUET CARNEIRO,2310902.0,CE,2016,,17567.4
10360,PIQUET CARNEIRO,2310902.0,CE,2017,,9629.27
10361,PIQUET CARNEIRO,2310902.0,CE,2018,,14197.16
10362,PIQUET CARNEIRO,2310902.0,CE,2019,,10730.62
10363,PIQUET CARNEIRO,2310902.0,CE,2020,,14991.57
10364,PIQUET CARNEIRO,2310902.0,CE,2021,,11254.21
10365,PIQUET CARNEIRO,2310902.0,CE,2022,,6379.39
10366,PIQUET CARNEIRO,2310902.0,CE,2023,,4616.03
10367,PIQUET CARNEIRO,2310902.0,CE,2024,,4327.15
10368,PIRES FERREIRA,2310951.0,CE,2013,,24580.43
10369,PIRES FERREIRA,2310951.0,CE,2014,,23562.13
10370,PIRES FERREIRA,2310951.0,CE,2015,,18282.1
10371,PIRES FERREIRA,2310951.0,CE,2016,,23731.85
10372,PIRES FERREIRA,2310951.0,CE,2017,,21855.55
10373,PIRES FERREIRA,2310951.0,CE,2018,,21572.69
10374,PIRES FERREIRA,2310951.0,CE,2019,,20639.26
10375,PIRES FERREIRA,2310951.0,CE,2020,,20120.69
10376,PIRES FERREIRA,2310951.0,CE,2021,,19545.54
10377,PIRES FERREIRA,2310951.0,CE,2022,,17829.53
10378,PIRES FERREIRA,2310951.0,CE,2023,,12360.93
10379,PIRES FERREIRA,2310951.0,CE,2024,,8674.34
10380,PORANGA,2311009.0,CE,2013,,24508.91
10381,PORANGA,2311009.0,CE,2014,,24873.6
10382,PORANGA,2311009.0,CE,2015,,25619.56
10383,PORANGA,2311009.0,CE,2016,,28072.94
10384,PORANGA,2311009.0,CE,2017,,23398.26
10385,PORANGA,2311009.0,CE,2018,,27434.73
10386,PORANGA,2311009.0,CE,2019,,20207.21
10387,PORANGA,2311009.0,CE,2020,,19527.56
10388,PORANGA,2311009.0,CE,2021,,16908.41
10389,PORANGA,2311009.0,CE,2022,,11570.66
10390,PORANGA,2311009.0,CE,2023,,11653.54
10391,PORANGA,2311009.0,CE,2024,,10973.89
10392,PORTEIRAS,2311108.0,CE,2013,,20539.59
10393,PORTEIRAS,2311108.0,CE,2014,,19589.44
10394,PORTEIRAS,2311108.0,CE,2015,,18064.52
10395,PORTEIRAS,2311108.0,CE,2016,,22492.67
10396,PORTEIRAS,2311108.0,CE,2017,,16533.72
10397,PORTEIRAS,2311108.0,CE,2018,,21436.95
10398,PORTEIRAS,2311108.0,CE,2019,,17137.83
10399,PORTEIRAS,2311108.0,CE,2020,,21923.75
10400,PORTEIRAS,2311108.0,CE,2021,,22744.87
10401,PORTEIRAS,2311108.0,CE,2022,,16609.97
10402,PORTEIRAS,2311108.0,CE,2023,,14217.01
10403,PORTEIRAS,2311108.0,CE,2024,,12252.2
10404,POTENGI,2311207.0,CE,2013,,24249.97
10405,POTENGI,2311207.0,CE,2014,,23842.41
10406,POTENGI,2311207.0,CE,2015,,21861.2
10407,POTENGI,2311207.0,CE,2016,,22789.54
10408,POTENGI,2311207.0,CE,2017,,20785.69
10409,POTENGI,2311207.0,CE,2018,,22053.66
10410,POTENGI,2311207.0,CE,2019,,24453.75
10411,POTENGI,2311207.0,CE,2020,,25721.73
10412,POTENGI,2311207.0,CE,2021,,27861.43
10413,POTENGI,2311207.0,CE,2022,,23231.07
10414,POTENGI,2311207.0,CE,2023,,17208.2
10415,POTENGI,2311207.0,CE,2024,,13030.68
10416,POTIRETAMA,2311231.0,CE,2013,,26046.2
10417,POTIRETAMA,2311231.0,CE,2014,,20053.57
10418,POTIRETAMA,2311231.0,CE,2015,,19752.26
10419,POTIRETAMA,2311231.0,CE,2016,,24522.93
10420,POTIRETAMA,2311231.0,CE,2017,,14998.33
10421,POTIRETAMA,2311231.0,CE,2018,,16370.94
10422,POTIRETAMA,2311231.0,CE,2019,,16069.64
10423,POTIRETAMA,2311231.0,CE,2020,,13910.28
10424,POTIRETAMA,2311231.0,CE,2021,,14680.28
10425,POTIRETAMA,2311231.0,CE,2022,,13776.36
10426,POTIRETAMA,2311231.0,CE,2023,,10930.7
10427,POTIRETAMA,2311231.0,CE,2024,,6377.64
10428,QUITERIANOPOLIS,2311264.0,CE,2013,,19873.35
10429,QUITERIANOPOLIS,2311264.0,CE,2014,,19151.04
10430,QUITERIANOPOLIS,2311264.0,CE,2015,,15302.03
10431,QUITERIANOPOLIS,2311264.0,CE,2016,,22233.22
10432,QUITERIANOPOLIS,2311264.0,CE,2017,,15950.13
10433,QUITERIANOPOLIS,2311264.0,CE,2018,,16647.7
10434,QUITERIANOPOLIS,2311264.0,CE,2019,,14208.68
10435,QUITERIANOPOLIS,2311264.0,CE,2020,,11151.24
10436,QUITERIANOPOLIS,2311264.0,CE,2021,,11497.55
10437,QUITERIANOPOLIS,2311264.0,CE,2022,,10819.77
10438,QUITERIANOPOLIS,2311264.0,CE,2023,,9558.21
10439,QUITERIANOPOLIS,2311264.0,CE,2024,,6827.29
10440,QUIXADA,2311306.0,CE,2013,,17529.23
10441,QUIXADA,2311306.0,CE,2014,,15673.42
10442,QUIXADA,2311306.0,CE,2015,,13522.95
10443,QUIXADA,2311306.0,CE,2016,,17674.18
10444,QUIXADA,2311306.0,CE,2017,,13029.89
10445,QUIXADA,2311306.0,CE,2018,,15836.18
10446,QUIXADA,2311306.0,CE,2019,,13778.4
10447,QUIXADA,2311306.0,CE,2020,,14297.6
10448,QUIXADA,2311306.0,CE,2021,,13951.86
10449,QUIXADA,2311306.0,CE,2022,,13034.64
10450,QUIXADA,2311306.0,CE,2023,,12061.59
10451,QUIXADA,2311306.0,CE,2024,,11061.21
10452,QUIXELO,2311355.0,CE,2013,,23035.83
10453,QUIXELO,2311355.0,CE,2014,,18579.51
10454,QUIXELO,2311355.0,CE,2015,,18277.81
10455,QUIXELO,2311355.0,CE,2016,,19855.44
10456,QUIXELO,2311355.0,CE,2017,,15725.96
10457,QUIXELO,2311355.0,CE,2018,,19120.05
10458,QUIXELO,2311355.0,CE,2019,,13632.94
10459,QUIXELO,2311355.0,CE,2020,,17875.55
10460,QUIXELO,2311355.0,CE,2021,,14135.76
10461,QUIXELO,2311355.0,CE,2022,,11282.21
10462,QUIXELO,2311355.0,CE,2023,,14041.48
10463,QUIXELO,2311355.0,CE,2024,,11030.8
10464,QUIXERAMOBIM,2311405.0,CE,2013,,14163.33
10465,QUIXERAMOBIM,2311405.0,CE,2014,,12401.28
10466,QUIXERAMOBIM,2311405.0,CE,2015,,11183.18
10467,QUIXERAMOBIM,2311405.0,CE,2016,,10730.5
10468,QUIXERAMOBIM,2311405.0,CE,2017,,10506.59
10469,QUIXERAMOBIM,2311405.0,CE,2018,,10709.81
10470,QUIXERAMOBIM,2311405.0,CE,2019,,11112.6
10471,QUIXERAMOBIM,2311405.0,CE,2020,,10260.78
10472,QUIXERAMOBIM,2311405.0,CE,2021,,9188.7
10473,QUIXERAMOBIM,2311405.0,CE,2022,,12819.89
10474,QUIXERAMOBIM,2311405.0,CE,2023,,9165.58
10475,QUIXERAMOBIM,2311405.0,CE,2024,,8277.26
10476,QUIXERE,2311504.0,CE,2013,,21040.53
10477,QUIXERE,2311504.0,CE,2014,,18362.56
10478,QUIXERE,2311504.0,CE,2015,,13365.91
10479,QUIXERE,2311504.0,CE,2016,,18606.88
10480,QUIXERE,2311504.0,CE,2017,,17883.49
10481,QUIXERE,2311504.0,CE,2018,,17222.38
10482,QUIXERE,2311504.0,CE,2019,,12929.96
10483,QUIXERE,2311504.0,CE,2020,,17251.13
10484,QUIXERE,2311504.0,CE,2021,,17773.31
10485,QUIXERE,2311504.0,CE,2022,,14668.97
10486,QUIXERE,2311504.0,CE,2023,,10175.34
10487,QUIXERE,2311504.0,CE,2024,,6879.37
10488,REDENCAO,1506138.0,CE,2013,,8544.69
10489,REDENCAO,2311603.0,CE,2013,,26875.87
10490,REDENCAO,1506138.0,CE,2014,,7811.02
10491,REDENCAO,2311603.0,CE,2014,,24568.24
10492,REDENCAO,1506138.0,CE,2015,,6997.91
10493,REDENCAO,2311603.0,CE,2015,,22010.73
10494,REDENCAO,1506138.0,CE,2016,,7587.88
10495,REDENCAO,2311603.0,CE,2016,,23866.39
10496,REDENCAO,1506138.0,CE,2017,,5744.36
10497,REDENCAO,2311603.0,CE,2017,,18067.91
10498,REDENCAO,1506138.0,CE,2018,,6681.31
10499,REDENCAO,2311603.0,CE,2018,,21014.92
10500,REDENCAO,1506138.0,CE,2019,,6802.81
10501,REDENCAO,2311603.0,CE,2019,,21397.08
10502,REDENCAO,1506138.0,CE,2020,,5996.71
10503,REDENCAO,2311603.0,CE,2020,,18861.62
10504,REDENCAO,1506138.0,CE,2021,,6814.49
10505,REDENCAO,2311603.0,CE,2021,,21433.82
10506,REDENCAO,1506138.0,CE,2022,,6421.95
10507,REDENCAO,2311603.0,CE,2022,,20199.16
10508,REDENCAO,1506138.0,CE,2023,,5425.42
10509,REDENCAO,2311603.0,CE,2023,,17064.75
10510,REDENCAO,1506138.0,CE,2024,,4355.29
10511,REDENCAO,2311603.0,CE,2024,,13698.83
10512,RERIUTABA,2311702.0,CE,2013,,18692.89
10513,RERIUTABA,2311702.0,CE,2014,,16790.28
10514,RERIUTABA,2311702.0,CE,2015,,16645.17
10515,RERIUTABA,2311702.0,CE,2016,,20686.88
10516,RERIUTABA,2311702.0,CE,2017,,14092.23
10517,RERIUTABA,2311702.0,CE,2018,,21235.09
10518,RERIUTABA,2311702.0,CE,2019,,17107.38
10519,RERIUTABA,2311702.0,CE,2020,,17155.76
10520,RERIUTABA,2311702.0,CE,2021,,18279.05
10521,RERIUTABA,2311702.0,CE,2022,,11958.51
10522,RERIUTABA,2311702.0,CE,2023,,3063.53
10523,RERIUTABA,2311702.0,CE,2024,,1182.41
10524,RUSSAS,2311801.0,CE,2013,,12899.02
10525,RUSSAS,2311801.0,CE,2014,,8701.73
10526,RUSSAS,2311801.0,CE,2015,,9912.52
10527,RUSSAS,2311801.0,CE,2016,,12556.22
10528,RUSSAS,2311801.0,CE,2017,,8757.95
10529,RUSSAS,2311801.0,CE,2018,,9602.62
10530,RUSSAS,2311801.0,CE,2019,,8862.17
10531,RUSSAS,2311801.0,CE,2020,,11350.92
10532,RUSSAS,2311801.0,CE,2021,,10938.19
10533,RUSSAS,2311801.0,CE,2022,,10506.25
10534,RUSSAS,2311801.0,CE,2023,,10118.2
10535,RUSSAS,2311801.0,CE,2024,,9709.58
10536,SABOEIRO,2311900.0,CE,2013,,28728.17
10537,SABOEIRO,2311900.0,CE,2014,,23365.09
10538,SABOEIRO,2311900.0,CE,2015,,24765.41
10539,SABOEIRO,2311900.0,CE,2016,,25624.37
10540,SABOEIRO,2311900.0,CE,2017,,22260.72
10541,SABOEIRO,2311900.0,CE,2018,,25754.29
10542,SABOEIRO,2311900.0,CE,2019,,24505.56
10543,SABOEIRO,2311900.0,CE,2020,,24909.77
10544,SABOEIRO,2311900.0,CE,2021,,16832.68
10545,SABOEIRO,2311900.0,CE,2022,,11245.85
10546,SABOEIRO,2311900.0,CE,2023,,12278.04
10547,SABOEIRO,2311900.0,CE,2024,,11426.3
10548,SALITRE,2311959.0,CE,2013,,29128.84
10549,SALITRE,2311959.0,CE,2014,,28142.85
10550,SALITRE,2311959.0,CE,2015,,28004.57
10551,SALITRE,2311959.0,CE,2016,,29441.47
10552,SALITRE,2311959.0,CE,2017,,18018.4
10553,SALITRE,2311959.0,CE,2018,,29303.19
10554,SALITRE,2311959.0,CE,2019,,27210.97
10555,SALITRE,2311959.0,CE,2020,,28287.14
10556,SALITRE,2311959.0,CE,2021,,29062.71
10557,SALITRE,2311959.0,CE,2022,,23880.24
10558,SALITRE,2311959.0,CE,2023,,21078.58
10559,SALITRE,2311959.0,CE,2024,,21048.52
10560,SANTA QUITERIA,2312205.0,CE,2013,,20794.86
10561,SANTA QUITERIA,2312205.0,CE,2014,,16238.21
10562,SANTA QUITERIA,2312205.0,CE,2015,,15494.11
10563,SANTA QUITERIA,2312205.0,CE,2016,,17669.16
10564,SANTA QUITERIA,2312205.0,CE,2017,,15133.27
10565,SANTA QUITERIA,2312205.0,CE,2018,,16780.73
10566,SANTA QUITERIA,2312205.0,CE,2019,,8926.66
10567,SANTA QUITERIA,2312205.0,CE,2020,,9832.52
10568,SANTA QUITERIA,2312205.0,CE,2021,,10984.74
10569,SANTA QUITERIA,2312205.0,CE,2022,,10989.72
10570,SANTA QUITERIA,2312205.0,CE,2023,,9971.88
10571,SANTA QUITERIA,2312205.0,CE,2024,,5427.67
10572,SANTANA DO ACARAU,2312007.0,CE,2013,,23912.76
10573,SANTANA DO ACARAU,2312007.0,CE,2014,,22525.14
10574,SANTANA DO ACARAU,2312007.0,CE,2015,,17167.3
10575,SANTANA DO ACARAU,2312007.0,CE,2016,,14868.75
10576,SANTANA DO ACARAU,2312007.0,CE,2017,,13830.48
10577,SANTANA DO ACARAU,2312007.0,CE,2018,,18502.68
10578,SANTANA DO ACARAU,2312007.0,CE,2019,,11283.79
10579,SANTANA DO ACARAU,2312007.0,CE,2020,,17559.1
10580,SANTANA DO ACARAU,2312007.0,CE,2021,,13722.74
10581,SANTANA DO ACARAU,2312007.0,CE,2022,,16592.66
10582,SANTANA DO ACARAU,2312007.0,CE,2023,,13053.42
10583,SANTANA DO ACARAU,2312007.0,CE,2024,,9968.0
10584,SANTANA DO CARIRI,2312106.0,CE,2013,,31438.01
10585,SANTANA DO CARIRI,2312106.0,CE,2014,,29332.31
10586,SANTANA DO CARIRI,2312106.0,CE,2015,,27769.26
10587,SANTANA DO CARIRI,2312106.0,CE,2016,,25763.83
10588,SANTANA DO CARIRI,2312106.0,CE,2017,,21015.69
10589,SANTANA DO CARIRI,2312106.0,CE,2018,,23398.61
10590,SANTANA DO CARIRI,2312106.0,CE,2019,,22213.05
10591,SANTANA DO CARIRI,2312106.0,CE,2020,,21410.88
10592,SANTANA DO CARIRI,2312106.0,CE,2021,,22407.69
10593,SANTANA DO CARIRI,2312106.0,CE,2022,,19193.11
10594,SANTANA DO CARIRI,2312106.0,CE,2023,,17724.43
10595,SANTANA DO CARIRI,2312106.0,CE,2024,,17187.68
10596,SAO BENEDITO,2312304.0,CE,2013,,22842.15
10597,SAO BENEDITO,2312304.0,CE,2014,,10002.1
10598,SAO BENEDITO,2312304.0,CE,2015,,21647.77
10599,SAO BENEDITO,2312304.0,CE,2016,,11536.52
10600,SAO BENEDITO,2312304.0,CE,2017,,20096.56
10601,SAO BENEDITO,2312304.0,CE,2018,,19764.9
10602,SAO BENEDITO,2312304.0,CE,2019,,13287.15
10603,SAO BENEDITO,2312304.0,CE,2020,,15434.51
10604,SAO BENEDITO,2312304.0,CE,2021,,10864.82
10605,SAO BENEDITO,2312304.0,CE,2022,,18465.58
10606,SAO BENEDITO,2312304.0,CE,2023,,14393.37
10607,SAO BENEDITO,2312304.0,CE,2024,,6563.81
10608,SAO GONCALO DO AMARANTE,2312403.0,CE,2013,,20597.31
10609,SAO GONCALO DO AMARANTE,2412005.0,CE,2013,,9627.24
10610,SAO GONCALO DO AMARANTE,2312403.0,CE,2014,,17734.52
10611,SAO GONCALO DO AMARANTE,2412005.0,CE,2014,,8289.16
10612,SAO GONCALO DO AMARANTE,2312403.0,CE,2015,,17677.26
10613,SAO GONCALO DO AMARANTE,2412005.0,CE,2015,,8262.4
10614,SAO GONCALO DO AMARANTE,2312403.0,CE,2016,,24265.37
10615,SAO GONCALO DO AMARANTE,2412005.0,CE,2016,,11341.7
10616,SAO GONCALO DO AMARANTE,2312403.0,CE,2017,,18628.45
10617,SAO GONCALO DO AMARANTE,2412005.0,CE,2017,,8706.99
10618,SAO GONCALO DO AMARANTE,2312403.0,CE,2018,,24167.48
10619,SAO GONCALO DO AMARANTE,2412005.0,CE,2018,,11295.95
10620,SAO GONCALO DO AMARANTE,2312403.0,CE,2019,,19683.06
10621,SAO GONCALO DO AMARANTE,2412005.0,CE,2019,,9199.92
10622,SAO GONCALO DO AMARANTE,2312403.0,CE,2020,,21374.88
10623,SAO GONCALO DO AMARANTE,2412005.0,CE,2020,,9990.68
10624,SAO GONCALO DO AMARANTE,2312403.0,CE,2021,,18903.64
10625,SAO GONCALO DO AMARANTE,2412005.0,CE,2021,,8835.62
10626,SAO GONCALO DO AMARANTE,2312403.0,CE,2022,,21928.97
10627,SAO GONCALO DO AMARANTE,2412005.0,CE,2022,,10249.66
10628,SAO GONCALO DO AMARANTE,2312403.0,CE,2023,,14685.19
10629,SAO GONCALO DO AMARANTE,2412005.0,CE,2023,,6863.9
10630,SAO GONCALO DO AMARANTE,2312403.0,CE,2024,,17825.02
10631,SAO GONCALO DO AMARANTE,2412005.0,CE,2024,,8331.46
10632,SAO JOAO DO JAGUARIBE,2312502.0,CE,2013,,27395.39
10633,SAO JOAO DO JAGUARIBE,2312502.0,CE,2014,,21810.42
10634,SAO JOAO DO JAGUARIBE,2312502.0,CE,2015,,13714.77
10635,SAO JOAO DO JAGUARIBE,2312502.0,CE,2016,,22698.55
10636,SAO JOAO DO JAGUARIBE,2312502.0,CE,2017,,20717.34
10637,SAO JOAO DO JAGUARIBE,2312502.0,CE,2018,,17574.72
10638,SAO JOAO DO JAGUARIBE,2312502.0,CE,2019,,15918.02
10639,SAO JOAO DO JAGUARIBE,2312502.0,CE,2020,,18172.5
10640,SAO JOAO DO JAGUARIBE,2312502.0,CE,2021,,16020.5
10641,SAO JOAO DO JAGUARIBE,2312502.0,CE,2022,,12006.83
10642,SAO JOAO DO JAGUARIBE,2312502.0,CE,2023,,6216.91
10643,SAO JOAO DO JAGUARIBE,2312502.0,CE,2024,,8112.72
10644,SAO LUIS DO CURU,2312601.0,CE,2013,,23202.74
10645,SAO LUIS DO CURU,2312601.0,CE,2014,,21400.85
10646,SAO LUIS DO CURU,2312601.0,CE,2015,,19645.17
10647,SAO LUIS DO CURU,2312601.0,CE,2016,,25762.34
10648,SAO LUIS DO CURU,2312601.0,CE,2017,,25845.5
10649,SAO LUIS DO CURU,2312601.0,CE,2018,,22001.48
10650,SAO LUIS DO CURU,2312601.0,CE,2019,,13962.3
10651,SAO LUIS DO CURU,2312601.0,CE,2020,,20042.51
10652,SAO LUIS DO CURU,2312601.0,CE,2021,,18961.37
10653,SAO LUIS DO CURU,2312601.0,CE,2022,,17723.16
10654,SAO LUIS DO CURU,2312601.0,CE,2023,,16041.4
10655,SAO LUIS DO CURU,2312601.0,CE,2024,,11855.48
10656,SENADOR POMPEU,2312700.0,CE,2013,,20122.81
10657,SENADOR POMPEU,2312700.0,CE,2014,,18779.36
10658,SENADOR POMPEU,2312700.0,CE,2015,,18025.22
10659,SENADOR POMPEU,2312700.0,CE,2016,,14122.64
10660,SENADOR POMPEU,2312700.0,CE,2017,,16220.23
10661,SENADOR POMPEU,2312700.0,CE,2018,,15486.69
10662,SENADOR POMPEU,2312700.0,CE,2019,,9066.18
10663,SENADOR POMPEU,2312700.0,CE,2020,,10797.0
10664,SENADOR POMPEU,2312700.0,CE,2021,,9713.18
10665,SENADOR POMPEU,2312700.0,CE,2022,,10063.46
10666,SENADOR POMPEU,2312700.0,CE,2023,,7331.25
10667,SENADOR POMPEU,2312700.0,CE,2024,,6696.61
10668,SENADOR SA,2312809.0,CE,2013,,31217.3
10669,SENADOR SA,2312809.0,CE,2014,,29922.89
10670,SENADOR SA,2312809.0,CE,2015,,27637.01
10671,SENADOR SA,2312809.0,CE,2016,,28408.15
10672,SENADOR SA,2312809.0,CE,2017,,27871.11
10673,SENADOR SA,2312809.0,CE,2018,,19622.69
10674,SENADOR SA,2312809.0,CE,2019,,24111.81
10675,SENADOR SA,2312809.0,CE,2020,,25089.51
10676,SENADOR SA,2312809.0,CE,2021,,23808.87
10677,SENADOR SA,2312809.0,CE,2022,,15243.73
10678,SENADOR SA,2312809.0,CE,2023,,13866.7
10679,SENADOR SA,2312809.0,CE,2024,,10079.87
10680,SOBRAL,2312908.0,CE,2013,,20401.14
10681,SOBRAL,2312908.0,CE,2014,,18472.29
10682,SOBRAL,2312908.0,CE,2015,,19117.54
10683,SOBRAL,2312908.0,CE,2016,,19592.85
10684,SOBRAL,2312908.0,CE,2017,,16491.73
