,municipio,codigo,uf,ano,semestre,taxa_matriculas_100k
0,ACRELANDIA,1200013.0,AC,2013,,30696.81
1,ACRELANDIA,1200013.0,AC,2014,,30247.49
2,ACRELANDIA,1200013.0,AC,2015,,25725.7
3,ACRELANDIA,1200013.0,AC,2016,,27893.87
4,ACRELANDIA,1200013.0,AC,2017,,29598.46
5,ACRELANDIA,1200013.0,AC,2018,,27786.89
6,ACRELANDIA,1200013.0,AC,2019,,25369.09
7,ACRELANDIA,1200013.0,AC,2020,,27465.94
8,ACRELANDIA,1200013.0,AC,2021,,28086.44
9,ACRELANDIA,1200013.0,AC,2022,,26296.27
10,ACRELANDIA,1200013.0,AC,2023,,23329.29
11,ACRELANDIA,1200013.0,AC,2024,,20333.79
12,ASSIS BRASIL,1200054.0,AC,2013,,37716.05
13,ASSIS BRASIL,1200054.0,AC,2014,,36135.8
14,ASSIS BRASIL,1200054.0,AC,2015,,36913.58
15,ASSIS BRASIL,1200054.0,AC,2016,,36864.2
16,ASSIS BRASIL,1200054.0,AC,2017,,39061.73
17,ASSIS BRASIL,1200054.0,AC,2018,,40419.75
18,ASSIS BRASIL,1200054.0,AC,2019,,39111.11
19,ASSIS BRASIL,1200054.0,AC,2020,,40296.3
20,ASSIS BRASIL,1200054.0,AC,2021,,41691.36
21,ASSIS BRASIL,1200054.0,AC,2022,,46716.05
22,ASSIS BRASIL,1200054.0,AC,2023,,42469.14
23,ASSIS BRASIL,1200054.0,AC,2024,,38839.51
24,BRASILEIA,1200104.0,AC,2013,,26842.31
25,BRASILEIA,1200104.0,AC,2014,,23084.62
26,BRASILEIA,1200104.0,AC,2015,,24484.62
27,BRASILEIA,1200104.0,AC,2016,,26134.62
28,BRASILEIA,1200104.0,AC,2017,,26942.31
29,BRASILEIA,1200104.0,AC,2018,,20553.85
30,BRASILEIA,1200104.0,AC,2019,,22115.38
31,BRASILEIA,1200104.0,AC,2020,,22411.54
32,BRASILEIA,1200104.0,AC,2021,,22134.62
33,BRASILEIA,1200104.0,AC,2022,,22923.08
34,BRASILEIA,1200104.0,AC,2023,,21692.31
35,BRASILEIA,1200104.0,AC,2024,,21265.38
36,BUJARI,1200138.0,AC,2013,,25586.44
37,BUJARI,1200138.0,AC,2014,,26290.93
38,BUJARI,1200138.0,AC,2015,,25965.78
39,BUJARI,1200138.0,AC,2016,,27986.37
40,BUJARI,1200138.0,AC,2017,,28110.24
41,BUJARI,1200138.0,AC,2018,,29976.0
42,BUJARI,1200138.0,AC,2019,,29650.85
43,BUJARI,1200138.0,AC,2020,,31779.83
44,BUJARI,1200138.0,AC,2021,,32941.09
45,BUJARI,1200138.0,AC,2022,,30773.4
46,BUJARI,1200138.0,AC,2023,,29155.38
47,BUJARI,1200138.0,AC,2024,,27622.51
48,CAPIXABA,1200179.0,AC,2013,,30157.81
49,CAPIXABA,1200179.0,AC,2014,,30792.92
50,CAPIXABA,1200179.0,AC,2015,,28214.01
51,CAPIXABA,1200179.0,AC,2016,,33487.3
52,CAPIXABA,1200179.0,AC,2017,,32553.89
53,CAPIXABA,1200179.0,AC,2018,,30937.26
54,CAPIXABA,1200179.0,AC,2019,,29291.76
55,CAPIXABA,1200179.0,AC,2020,,25760.2
56,CAPIXABA,1200179.0,AC,2021,,26385.68
57,CAPIXABA,1200179.0,AC,2022,,31418.4
58,CAPIXABA,1200179.0,AC,2023,,27501.92
59,CAPIXABA,1200179.0,AC,2024,,26087.37
60,CRUZEIRO DO SUL,1200203.0,AC,2013,,28989.64
61,CRUZEIRO DO SUL,4106704.0,AC,2013,,592745.88
62,CRUZEIRO DO SUL,4306205.0,AC,2013,,229637.93
63,CRUZEIRO DO SUL,1200203.0,AC,2014,,30270.55
64,CRUZEIRO DO SUL,4106704.0,AC,2014,,618936.36
65,CRUZEIRO DO SUL,4306205.0,AC,2014,,239784.48
66,CRUZEIRO DO SUL,1200203.0,AC,2015,,30815.78
67,CRUZEIRO DO SUL,4106704.0,AC,2015,,630084.56
68,CRUZEIRO DO SUL,4306205.0,AC,2015,,244103.45
69,CRUZEIRO DO SUL,1200203.0,AC,2016,,32246.87
70,CRUZEIRO DO SUL,4106704.0,AC,2016,,659345.79
71,CRUZEIRO DO SUL,4306205.0,AC,2016,,255439.66
72,CRUZEIRO DO SUL,1200203.0,AC,2017,,31051.93
73,CRUZEIRO DO SUL,4106704.0,AC,2017,,634913.22
74,CRUZEIRO DO SUL,4306205.0,AC,2017,,245974.14
75,CRUZEIRO DO SUL,1200203.0,AC,2018,,28974.4
76,CRUZEIRO DO SUL,4106704.0,AC,2018,,592434.36
77,CRUZEIRO DO SUL,4306205.0,AC,2018,,229517.24
78,CRUZEIRO DO SUL,1200203.0,AC,2019,,29749.26
79,CRUZEIRO DO SUL,4106704.0,AC,2019,,608277.7
80,CRUZEIRO DO SUL,4306205.0,AC,2019,,235655.17
81,CRUZEIRO DO SUL,1200203.0,AC,2020,,29360.74
82,CRUZEIRO DO SUL,4106704.0,AC,2020,,600333.78
83,CRUZEIRO DO SUL,4306205.0,AC,2020,,232577.59
84,CRUZEIRO DO SUL,1200203.0,AC,2021,,30132.34
85,CRUZEIRO DO SUL,4106704.0,AC,2021,,616110.37
86,CRUZEIRO DO SUL,4306205.0,AC,2021,,238689.66
87,CRUZEIRO DO SUL,1200203.0,AC,2022,,29098.47
88,CRUZEIRO DO SUL,4106704.0,AC,2022,,594971.07
89,CRUZEIRO DO SUL,4306205.0,AC,2022,,230500.0
90,CRUZEIRO DO SUL,1200203.0,AC,2023,,26766.28
91,CRUZEIRO DO SUL,4106704.0,AC,2023,,547285.27
92,CRUZEIRO DO SUL,4306205.0,AC,2023,,212025.86
93,CRUZEIRO DO SUL,1200203.0,AC,2024,,23435.05
94,CRUZEIRO DO SUL,4106704.0,AC,2024,,479172.23
95,CRUZEIRO DO SUL,4306205.0,AC,2024,,185637.93
96,EPITACIOLANDIA,1200252.0,AC,2013,,20904.2
97,EPITACIOLANDIA,1200252.0,AC,2014,,22812.82
98,EPITACIOLANDIA,1200252.0,AC,2015,,19715.31
99,EPITACIOLANDIA,1200252.0,AC,2016,,21090.79
100,EPITACIOLANDIA,1200252.0,AC,2017,,23180.68
101,EPITACIOLANDIA,1200252.0,AC,2018,,22194.38
102,EPITACIOLANDIA,1200252.0,AC,2019,,21058.8
103,EPITACIOLANDIA,1200252.0,AC,2020,,22903.45
104,EPITACIOLANDIA,1200252.0,AC,2021,,22786.16
105,EPITACIOLANDIA,1200252.0,AC,2022,,22983.42
106,EPITACIOLANDIA,1200252.0,AC,2023,,23031.4
107,EPITACIOLANDIA,1200252.0,AC,2024,,23058.06
108,FEIJO,1200302.0,AC,2013,,26150.29
109,FEIJO,1200302.0,AC,2014,,27316.1
110,FEIJO,1200302.0,AC,2015,,28304.07
111,FEIJO,1200302.0,AC,2016,,31098.63
112,FEIJO,1200302.0,AC,2017,,32306.78
113,FEIJO,1200302.0,AC,2018,,34124.65
114,FEIJO,1200302.0,AC,2019,,33049.17
115,FEIJO,1200302.0,AC,2020,,35236.83
116,FEIJO,1200302.0,AC,2021,,36148.59
117,FEIJO,1200302.0,AC,2022,,36560.72
118,FEIJO,1200302.0,AC,2023,,35064.64
119,FEIJO,1200302.0,AC,2024,,34652.52
120,JORDAO,1200328.0,AC,2013,,39102.15
121,JORDAO,1200328.0,AC,2014,,30112.77
122,JORDAO,1200328.0,AC,2015,,33073.09
123,JORDAO,1200328.0,AC,2016,,43439.6
124,JORDAO,1200328.0,AC,2017,,43472.13
125,JORDAO,1200328.0,AC,2018,,38961.18
126,JORDAO,1200328.0,AC,2019,,40956.41
127,JORDAO,1200328.0,AC,2020,,41910.65
128,JORDAO,1200328.0,AC,2021,,44437.22
129,JORDAO,1200328.0,AC,2022,,42702.23
130,JORDAO,1200328.0,AC,2023,,43764.91
131,JORDAO,1200328.0,AC,2024,,40403.38
132,MANCIO LIMA,1200336.0,AC,2013,,28661.76
133,MANCIO LIMA,1200336.0,AC,2014,,26858.09
134,MANCIO LIMA,1200336.0,AC,2015,,27759.93
135,MANCIO LIMA,1200336.0,AC,2016,,31040.74
136,MANCIO LIMA,1200336.0,AC,2017,,30004.15
137,MANCIO LIMA,1200336.0,AC,2018,,30994.09
138,MANCIO LIMA,1200336.0,AC,2019,,31626.41
139,MANCIO LIMA,1200336.0,AC,2020,,31294.7
140,MANCIO LIMA,1200336.0,AC,2021,,32253.55
141,MANCIO LIMA,1200336.0,AC,2022,,29506.58
142,MANCIO LIMA,1200336.0,AC,2023,,30807.5
143,MANCIO LIMA,1200336.0,AC,2024,,30781.59
144,MANOEL URBANO,1200344.0,AC,2013,,23591.2
145,MANOEL URBANO,1200344.0,AC,2014,,26400.47
146,MANOEL URBANO,1200344.0,AC,2015,,25775.26
147,MANOEL URBANO,1200344.0,AC,2016,,27342.45
148,MANOEL URBANO,1200344.0,AC,2017,,27325.78
149,MANOEL URBANO,1200344.0,AC,2018,,27909.3
150,MANOEL URBANO,1200344.0,AC,2019,,27517.51
151,MANOEL URBANO,1200344.0,AC,2020,,29118.04
152,MANOEL URBANO,1200344.0,AC,2021,,31268.76
153,MANOEL URBANO,1200344.0,AC,2022,,31068.69
154,MANOEL URBANO,1200344.0,AC,2023,,27934.31
155,MANOEL URBANO,1200344.0,AC,2024,,29593.2
156,MARECHAL THAUMATURGO,1200351.0,AC,2013,,40730.12
157,MARECHAL THAUMATURGO,1200351.0,AC,2014,,41332.71
158,MARECHAL THAUMATURGO,1200351.0,AC,2015,,24331.6
159,MARECHAL THAUMATURGO,1200351.0,AC,2016,,24594.86
160,MARECHAL THAUMATURGO,1200351.0,AC,2017,,39811.62
161,MARECHAL THAUMATURGO,1200351.0,AC,2018,,35271.75
162,MARECHAL THAUMATURGO,1200351.0,AC,2019,,41332.71
163,MARECHAL THAUMATURGO,1200351.0,AC,2020,,44614.75
164,MARECHAL THAUMATURGO,1200351.0,AC,2021,,41595.97
165,MARECHAL THAUMATURGO,1200351.0,AC,2022,,40250.39
166,MARECHAL THAUMATURGO,1200351.0,AC,2023,,39448.9
167,MARECHAL THAUMATURGO,1200351.0,AC,2024,,35663.72
168,PLACIDO DE CASTRO,1200385.0,AC,2013,,30024.15
169,PLACIDO DE CASTRO,1200385.0,AC,2014,,25434.78
170,PLACIDO DE CASTRO,1200385.0,AC,2015,,22506.04
171,PLACIDO DE CASTRO,1200385.0,AC,2016,,25102.66
172,PLACIDO DE CASTRO,1200385.0,AC,2017,,26847.83
173,PLACIDO DE CASTRO,1200385.0,AC,2018,,25742.75
174,PLACIDO DE CASTRO,1200385.0,AC,2019,,26672.71
175,PLACIDO DE CASTRO,1200385.0,AC,2020,,25646.14
176,PLACIDO DE CASTRO,1200385.0,AC,2021,,25543.48
177,PLACIDO DE CASTRO,1200385.0,AC,2022,,25307.97
178,PLACIDO DE CASTRO,1200385.0,AC,2023,,21237.92
179,PLACIDO DE CASTRO,1200385.0,AC,2024,,21998.79
180,PORTO ACRE,1200807.0,AC,2013,,32846.1
181,PORTO ACRE,1200807.0,AC,2014,,34577.37
182,PORTO ACRE,1200807.0,AC,2015,,33205.54
183,PORTO ACRE,1200807.0,AC,2016,,33193.55
184,PORTO ACRE,1200807.0,AC,2017,,33193.55
185,PORTO ACRE,1200807.0,AC,2018,,31066.91
186,PORTO ACRE,1200807.0,AC,2019,,30899.18
187,PORTO ACRE,1200807.0,AC,2020,,31809.74
188,PORTO ACRE,1200807.0,AC,2021,,33558.98
189,PORTO ACRE,1200807.0,AC,2022,,32235.07
190,PORTO ACRE,1200807.0,AC,2023,,30659.56
191,PORTO ACRE,1200807.0,AC,2024,,30258.19
192,PORTO WALTER,1200393.0,AC,2013,,34746.16
193,PORTO WALTER,1200393.0,AC,2014,,34289.71
194,PORTO WALTER,1200393.0,AC,2015,,34764.79
195,PORTO WALTER,1200393.0,AC,2016,,35519.33
196,PORTO WALTER,1200393.0,AC,2017,,36870.05
197,PORTO WALTER,1200393.0,AC,2018,,38835.58
198,PORTO WALTER,1200393.0,AC,2019,,41173.73
199,PORTO WALTER,1200393.0,AC,2020,,42887.75
200,PORTO WALTER,1200393.0,AC,2021,,47163.48
201,PORTO WALTER,1200393.0,AC,2022,,42440.61
202,PORTO WALTER,1200393.0,AC,2023,,41853.75
203,PORTO WALTER,1200393.0,AC,2024,,40139.73
204,RIO BRANCO,1200401.0,AC,2013,,24433.87
205,RIO BRANCO,5107206.0,AC,2013,,1965248.07
206,RIO BRANCO,1200401.0,AC,2014,,24436.61
207,RIO BRANCO,5107206.0,AC,2014,,1965468.58
208,RIO BRANCO,1200401.0,AC,2015,,24211.8
209,RIO BRANCO,5107206.0,AC,2015,,1947386.99
210,RIO BRANCO,1200401.0,AC,2016,,25152.16
211,RIO BRANCO,5107206.0,AC,2016,,2023020.95
212,RIO BRANCO,1200401.0,AC,2017,,23244.58
213,RIO BRANCO,5107206.0,AC,2017,,1869592.06
214,RIO BRANCO,1200401.0,AC,2018,,23281.87
215,RIO BRANCO,5107206.0,AC,2018,,1872590.96
216,RIO BRANCO,1200401.0,AC,2019,,22896.95
217,RIO BRANCO,5107206.0,AC,2019,,1841631.75
218,RIO BRANCO,1200401.0,AC,2020,,22088.19
219,RIO BRANCO,5107206.0,AC,2020,,1776582.14
220,RIO BRANCO,1200401.0,AC,2021,,21424.18
221,RIO BRANCO,5107206.0,AC,2021,,1723175.3
222,RIO BRANCO,1200401.0,AC,2022,,20733.31
223,RIO BRANCO,5107206.0,AC,2022,,1667607.5
224,RIO BRANCO,1200401.0,AC,2023,,19206.54
225,RIO BRANCO,5107206.0,AC,2023,,1544807.06
226,RIO BRANCO,1200401.0,AC,2024,,17678.94
227,RIO BRANCO,5107206.0,AC,2024,,1421940.46
228,RODRIGUES ALVES,1200427.0,AC,2013,,32032.4
229,RODRIGUES ALVES,1200427.0,AC,2014,,32407.28
230,RODRIGUES ALVES,1200427.0,AC,2015,,30887.67
231,RODRIGUES ALVES,1200427.0,AC,2016,,33029.86
232,RODRIGUES ALVES,1200427.0,AC,2017,,40232.96
233,RODRIGUES ALVES,1200427.0,AC,2018,,39061.45
234,RODRIGUES ALVES,1200427.0,AC,2019,,40186.1
235,RODRIGUES ALVES,1200427.0,AC,2020,,41913.24
236,RODRIGUES ALVES,1200427.0,AC,2021,,41672.25
237,RODRIGUES ALVES,1200427.0,AC,2022,,40380.24
238,RODRIGUES ALVES,1200427.0,AC,2023,,35439.82
239,RODRIGUES ALVES,1200427.0,AC,2024,,33143.66
240,SANTA ROSA DO PURUS,1200435.0,AC,2013,,36605.68
241,SANTA ROSA DO PURUS,1200435.0,AC,2014,,34553.03
242,SANTA ROSA DO PURUS,1200435.0,AC,2015,,32589.62
243,SANTA ROSA DO PURUS,1200435.0,AC,2016,,36204.08
244,SANTA ROSA DO PURUS,1200435.0,AC,2017,,34701.77
245,SANTA ROSA DO PURUS,1200435.0,AC,2018,,44935.3
246,SANTA ROSA DO PURUS,1200435.0,AC,2019,,26922.5
247,SANTA ROSA DO PURUS,1200435.0,AC,2020,,30953.44
248,SANTA ROSA DO PURUS,1200435.0,AC,2021,,41841.44
249,SANTA ROSA DO PURUS,1200435.0,AC,2022,,45292.28
250,SANTA ROSA DO PURUS,1200435.0,AC,2023,,44102.34
251,SANTA ROSA DO PURUS,1200435.0,AC,2024,,40770.49
252,SENA MADUREIRA,1200500.0,AC,2013,,24811.94
253,SENA MADUREIRA,1200500.0,AC,2014,,25322.3
254,SENA MADUREIRA,1200500.0,AC,2015,,26642.96
255,SENA MADUREIRA,1200500.0,AC,2016,,26026.17
256,SENA MADUREIRA,1200500.0,AC,2017,,24233.85
257,SENA MADUREIRA,1200500.0,AC,2018,,26642.96
258,SENA MADUREIRA,1200500.0,AC,2019,,26425.27
259,SENA MADUREIRA,1200500.0,AC,2020,,26072.13
260,SENA MADUREIRA,1200500.0,AC,2021,,25595.63
261,SENA MADUREIRA,1200500.0,AC,2022,,27262.17
262,SENA MADUREIRA,1200500.0,AC,2023,,25902.81
263,SENA MADUREIRA,1200500.0,AC,2024,,25704.47
264,SENADOR GUIOMARD,1200450.0,AC,2013,,25151.49
265,SENADOR GUIOMARD,1200450.0,AC,2014,,23268.39
266,SENADOR GUIOMARD,1200450.0,AC,2015,,24666.73
267,SENADOR GUIOMARD,1200450.0,AC,2016,,24676.05
268,SENADOR GUIOMARD,1200450.0,AC,2017,,27118.49
269,SENADOR GUIOMARD,1200450.0,AC,2018,,29020.23
270,SENADOR GUIOMARD,1200450.0,AC,2019,,29752.03
271,SENADOR GUIOMARD,1200450.0,AC,2020,,29821.94
272,SENADOR GUIOMARD,1200450.0,AC,2021,,30535.1
273,SENADOR GUIOMARD,1200450.0,AC,2022,,30409.25
274,SENADOR GUIOMARD,1200450.0,AC,2023,,27132.47
275,SENADOR GUIOMARD,1200450.0,AC,2024,,25062.93
276,TARAUACA,1200609.0,AC,2013,,29298.09
277,TARAUACA,1200609.0,AC,2014,,26912.37
278,TARAUACA,1200609.0,AC,2015,,27071.11
279,TARAUACA,1200609.0,AC,2016,,27597.95
280,TARAUACA,1200609.0,AC,2017,,28115.58
281,TARAUACA,1200609.0,AC,2018,,27025.1
282,TARAUACA,1200609.0,AC,2019,,29988.27
283,TARAUACA,1200609.0,AC,2020,,31324.91
284,TARAUACA,1200609.0,AC,2021,,31403.13
285,TARAUACA,1200609.0,AC,2022,,30124.0
286,TARAUACA,1200609.0,AC,2023,,30975.22
287,TARAUACA,1200609.0,AC,2024,,30669.24
288,XAPURI,1200708.0,AC,2013,,25204.19
289,XAPURI,1200708.0,AC,2014,,22002.96
290,XAPURI,1200708.0,AC,2015,,21537.03
291,XAPURI,1200708.0,AC,2016,,19415.67
292,XAPURI,1200708.0,AC,2017,,21794.66
293,XAPURI,1200708.0,AC,2018,,21432.88
294,XAPURI,1200708.0,AC,2019,,21191.69
295,XAPURI,1200708.0,AC,2020,,20128.27
296,XAPURI,1200708.0,AC,2021,,19750.04
297,XAPURI,1200708.0,AC,2022,,19739.08
298,XAPURI,1200708.0,AC,2023,,18390.62
299,XAPURI,1200708.0,AC,2024,,17464.23
300,AGUA BRANCA,2200202.0,AL,2013,,33864.45
301,AGUA BRANCA,2500106.0,AL,2013,,63749.33
302,AGUA BRANCA,2700102.0,AL,2013,,31307.87
303,AGUA BRANCA,2200202.0,AL,2014,,26961.82
304,AGUA BRANCA,2500106.0,AL,2014,,50755.22
305,AGUA BRANCA,2700102.0,AL,2014,,24926.35
306,AGUA BRANCA,2200202.0,AL,2015,,28435.67
307,AGUA BRANCA,2500106.0,AL,2015,,53529.73
308,AGUA BRANCA,2700102.0,AL,2015,,26288.93
309,AGUA BRANCA,2200202.0,AL,2016,,30342.0
310,AGUA BRANCA,2500106.0,AL,2016,,57118.37
311,AGUA BRANCA,2700102.0,AL,2016,,28051.35
312,AGUA BRANCA,2200202.0,AL,2017,,28412.91
313,AGUA BRANCA,2500106.0,AL,2017,,53486.88
314,AGUA BRANCA,2700102.0,AL,2017,,26267.89
315,AGUA BRANCA,2200202.0,AL,2018,,26734.19
316,AGUA BRANCA,2500106.0,AL,2018,,50326.73
317,AGUA BRANCA,2700102.0,AL,2018,,24715.91
318,AGUA BRANCA,2200202.0,AL,2019,,25027.03
319,AGUA BRANCA,2500106.0,AL,2019,,47113.02
320,AGUA BRANCA,2700102.0,AL,2019,,23137.63
321,AGUA BRANCA,2200202.0,AL,2020,,24862.0
322,AGUA BRANCA,2500106.0,AL,2020,,46802.36
323,AGUA BRANCA,2700102.0,AL,2020,,22985.06
324,AGUA BRANCA,2200202.0,AL,2021,,24110.85
325,AGUA BRANCA,2500106.0,AL,2021,,45388.32
326,AGUA BRANCA,2700102.0,AL,2021,,22290.61
327,AGUA BRANCA,2200202.0,AL,2022,,26102.54
328,AGUA BRANCA,2500106.0,AL,2022,,49137.65
329,AGUA BRANCA,2700102.0,AL,2022,,24131.94
330,AGUA BRANCA,2200202.0,AL,2023,,24253.12
331,AGUA BRANCA,2500106.0,AL,2023,,45656.13
332,AGUA BRANCA,2700102.0,AL,2023,,22422.14
333,AGUA BRANCA,2200202.0,AL,2024,,23928.75
334,AGUA BRANCA,2500106.0,AL,2024,,45045.53
335,AGUA BRANCA,2700102.0,AL,2024,,22122.26
336,ANADIA,2700201.0,AL,2013,,26199.34
337,ANADIA,2700201.0,AL,2014,,22325.65
338,ANADIA,2700201.0,AL,2015,,19576.11
339,ANADIA,2700201.0,AL,2016,,26041.82
340,ANADIA,2700201.0,AL,2017,,20320.78
341,ANADIA,2700201.0,AL,2018,,23041.67
342,ANADIA,2700201.0,AL,2019,,20786.2
343,ANADIA,2700201.0,AL,2020,,20191.89
344,ANADIA,2700201.0,AL,2021,,19833.88
345,ANADIA,2700201.0,AL,2022,,18351.71
346,ANADIA,2700201.0,AL,2023,,18158.38
347,ANADIA,2700201.0,AL,2024,,16790.78
348,ARAPIRACA,2700300.0,AL,2013,,16850.31
349,ARAPIRACA,2700300.0,AL,2014,,16073.13
350,ARAPIRACA,2700300.0,AL,2015,,15602.31
351,ARAPIRACA,2700300.0,AL,2016,,16063.33
352,ARAPIRACA,2700300.0,AL,2017,,13335.12
353,ARAPIRACA,2700300.0,AL,2018,,15482.16
354,ARAPIRACA,2700300.0,AL,2019,,15050.96
355,ARAPIRACA,2700300.0,AL,2020,,14298.5
356,ARAPIRACA,2700300.0,AL,2021,,12943.13
357,ARAPIRACA,2700300.0,AL,2022,,14744.18
358,ARAPIRACA,2700300.0,AL,2023,,14922.28
359,ARAPIRACA,2700300.0,AL,2024,,14988.33
360,ATALAIA,2700409.0,AL,2013,,26828.75
361,ATALAIA,4102208.0,AL,2013,,252864.32
362,ATALAIA,2700409.0,AL,2014,,23267.22
363,ATALAIA,4102208.0,AL,2014,,219296.48
364,ATALAIA,2700409.0,AL,2015,,23915.01
365,ATALAIA,4102208.0,AL,2015,,225402.01
366,ATALAIA,2700409.0,AL,2016,,23120.6
367,ATALAIA,4102208.0,AL,2016,,217914.57
368,ATALAIA,2700409.0,AL,2017,,20532.1
369,ATALAIA,4102208.0,AL,2017,,193517.59
370,ATALAIA,2700409.0,AL,2018,,19068.56
371,ATALAIA,4102208.0,AL,2018,,179723.62
372,ATALAIA,2700409.0,AL,2019,,18751.33
373,ATALAIA,4102208.0,AL,2019,,176733.67
374,ATALAIA,2700409.0,AL,2020,,23037.96
375,ATALAIA,4102208.0,AL,2020,,217135.68
376,ATALAIA,2700409.0,AL,2021,,23571.12
377,ATALAIA,4102208.0,AL,2021,,222160.8
378,ATALAIA,2700409.0,AL,2022,,23240.56
379,ATALAIA,4102208.0,AL,2022,,219045.23
380,ATALAIA,2700409.0,AL,2023,,20366.82
381,ATALAIA,4102208.0,AL,2023,,191959.8
382,ATALAIA,2700409.0,AL,2024,,19415.12
383,ATALAIA,4102208.0,AL,2024,,182989.95
384,BARRA DE SANTO ANTONIO,2700508.0,AL,2013,,22083.72
385,BARRA DE SANTO ANTONIO,2700508.0,AL,2014,,17244.12
386,BARRA DE SANTO ANTONIO,2700508.0,AL,2015,,14005.5
387,BARRA DE SANTO ANTONIO,2700508.0,AL,2016,,13180.57
388,BARRA DE SANTO ANTONIO,2700508.0,AL,2017,,18026.28
389,BARRA DE SANTO ANTONIO,2700508.0,AL,2018,,20586.62
390,BARRA DE SANTO ANTONIO,2700508.0,AL,2019,,20831.04
391,BARRA DE SANTO ANTONIO,2700508.0,AL,2020,,22205.93
392,BARRA DE SANTO ANTONIO,2700508.0,AL,2021,,23073.63
393,BARRA DE SANTO ANTONIO,2700508.0,AL,2022,,18411.24
394,BARRA DE SANTO ANTONIO,2700508.0,AL,2023,,19621.14
395,BARRA DE SANTO ANTONIO,2700508.0,AL,2024,,16254.2
396,BARRA DE SAO MIGUEL,2501708.0,AL,2013,,29834.07
397,BARRA DE SAO MIGUEL,2700607.0,AL,2013,,22180.26
398,BARRA DE SAO MIGUEL,2501708.0,AL,2014,,29952.59
399,BARRA DE SAO MIGUEL,2700607.0,AL,2014,,22268.38
400,BARRA DE SAO MIGUEL,2501708.0,AL,2015,,30748.39
401,BARRA DE SAO MIGUEL,2700607.0,AL,2015,,22860.02
402,BARRA DE SAO MIGUEL,2501708.0,AL,2016,,31137.83
403,BARRA DE SAO MIGUEL,2700607.0,AL,2016,,23149.55
404,BARRA DE SAO MIGUEL,2501708.0,AL,2017,,30426.68
405,BARRA DE SAO MIGUEL,2700607.0,AL,2017,,22620.85
406,BARRA DE SAO MIGUEL,2501708.0,AL,2018,,28818.15
407,BARRA DE SAO MIGUEL,2700607.0,AL,2018,,21424.97
408,BARRA DE SAO MIGUEL,2501708.0,AL,2019,,24669.83
409,BARRA DE SAO MIGUEL,2700607.0,AL,2019,,18340.89
410,BARRA DE SAO MIGUEL,2501708.0,AL,2020,,29173.72
411,BARRA DE SAO MIGUEL,2700607.0,AL,2020,,21689.33
412,BARRA DE SAO MIGUEL,2501708.0,AL,2021,,29393.84
413,BARRA DE SAO MIGUEL,2700607.0,AL,2021,,21852.97
414,BARRA DE SAO MIGUEL,2501708.0,AL,2022,,23772.43
415,BARRA DE SAO MIGUEL,2700607.0,AL,2022,,17673.72
416,BARRA DE SAO MIGUEL,2501708.0,AL,2023,,20673.89
417,BARRA DE SAO MIGUEL,2700607.0,AL,2023,,15370.09
418,BARRA DE SAO MIGUEL,2501708.0,AL,2024,,15357.26
419,BARRA DE SAO MIGUEL,2700607.0,AL,2024,,11417.42
420,BATALHA,2201507.0,AL,2013,,17718.63
421,BATALHA,2700706.0,AL,2013,,28331.71
422,BATALHA,2201507.0,AL,2014,,18737.64
423,BATALHA,2700706.0,AL,2014,,29961.09
424,BATALHA,2201507.0,AL,2015,,17821.29
425,BATALHA,2700706.0,AL,2015,,28495.87
426,BATALHA,2201507.0,AL,2016,,18802.28
427,BATALHA,2700706.0,AL,2016,,30064.45
428,BATALHA,2201507.0,AL,2017,,16653.99
429,BATALHA,2700706.0,AL,2017,,26629.38
430,BATALHA,2201507.0,AL,2018,,16452.47
431,BATALHA,2700706.0,AL,2018,,26307.15
432,BATALHA,2201507.0,AL,2019,,14338.4
433,BATALHA,2700706.0,AL,2019,,22926.8
434,BATALHA,2201507.0,AL,2020,,14129.28
435,BATALHA,2700706.0,AL,2020,,22592.41
436,BATALHA,2201507.0,AL,2021,,13836.5
437,BATALHA,2700706.0,AL,2021,,22124.27
438,BATALHA,2201507.0,AL,2022,,13231.94
439,BATALHA,2700706.0,AL,2022,,21157.59
440,BATALHA,2201507.0,AL,2023,,12490.49
441,BATALHA,2700706.0,AL,2023,,19972.03
442,BATALHA,2201507.0,AL,2024,,12479.09
443,BATALHA,2700706.0,AL,2024,,19953.79
444,BELEM,1501402.0,AL,2013,,103.5
445,BELEM,2501906.0,AL,2013,,8225.11
446,BELEM,2700805.0,AL,2013,,28568.4
447,BELEM,1501402.0,AL,2014,,71.89
448,BELEM,2501906.0,AL,2014,,5713.07
449,BELEM,2700805.0,AL,2014,,19843.29
450,BELEM,1501402.0,AL,2015,,42.27
451,BELEM,2501906.0,AL,2015,,3359.55
452,BELEM,2700805.0,AL,2015,,11668.78
453,BELEM,1501402.0,AL,2016,,91.99
454,BELEM,2501906.0,AL,2016,,7310.53
455,BELEM,2700805.0,AL,2016,,25391.78
456,BELEM,1501402.0,AL,2017,,86.93
457,BELEM,2501906.0,AL,2017,,6908.12
458,BELEM,2700805.0,AL,2017,,23994.07
459,BELEM,1501402.0,AL,2018,,58.23
460,BELEM,2501906.0,AL,2018,,4627.77
461,BELEM,2700805.0,AL,2018,,16073.7
462,BELEM,1501402.0,AL,2019,,39.21
463,BELEM,2501906.0,AL,2019,,3115.66
464,BELEM,2700805.0,AL,2019,,10821.69
465,BELEM,1501402.0,AL,2020,,35.83
